Composition,Mean_rad,delta,Tm,D_Tm,Hmix,Sigma_Hmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,BCC%,ifBCC
Al102Co82Cr122Fe22Ni104,1.2914583333333332,0.0605287259942787,1679.8702314814814,452.8650484154582,-14.560013717421128,5.61029835928959,1.5077580878443246,1.7587962962962962,0.1285871774653475,6.925925925925926,2.651707010321296,149.28703703703704,41.57580112720618,100.0,1
Al102Co82Cr122Fe42Ni84,1.2912268518518517,0.060649198055664,1683.712824074074,453.6086506314367,-13.853566529492454,5.524464808995629,1.5583341350985975,1.7550925925925926,0.1252885216164434,6.833333333333333,2.576604138956718,148.82407407407408,41.28588869849047,14.583333333333334,0
Al102Co82Cr122Fe62Ni64,1.2909953703703705,0.0607689864527548,1687.5554166666666,454.318536649502,-13.112825788751715,5.341627015676228,1.574815352373887,1.7513888888888889,0.1217880546150301,6.7407407407407405,2.495812679826881,148.36111111111111,40.98869725264681,0.6944444444444444,0
Al102Co82Cr122Fe82Ni44,1.2907638888888888,0.060888094719685,1691.3980092592592,454.99486428239135,-12.337791495198902,5.075058055423578,1.561379072373291,1.7476851851851851,0.1180678279750393,6.648148148148148,2.4087603036156064,147.89814814814818,40.68406727336856,99.53703703703704,1
Al102Co82Cr142Fe22Ni84,1.291597222222222,0.060461621354441,1700.7961574074077,464.8889073323835,-14.052469135802472,5.300271945534965,1.491996901932155,1.7472222222222222,0.1256747222096358,6.740740740740741,2.5689397235347906,148.36111111111111,41.101490991549134,76.1574074074074,0
Al102Co82Cr142Fe42Ni64,1.2913657407407406,0.060582496312278,1704.63875,465.4405788026251,-13.277434842249658,5.172902638766161,1.5314434384455828,1.7435185185185185,0.1219465184446368,6.648148148148149,2.4844509595974555,147.89814814814815,40.79770323392283,90.04629629629629,1
Al102Co82Cr142Fe62Ni44,1.2911342592592592,0.0607026855595078,1708.481342592593,465.9599098590807,-12.468106995884773,4.951001603697127,1.533211877190308,1.7398148148148147,0.1179844738803269,6.555555555555555,2.3934065809486684,147.4351851851852,40.48634272428085,98.61111111111111,1
Al102Co82Cr142Fe82Ni24,1.2909027777777775,0.0608221926600708,1712.3239351851853,466.447008522916,-11.62448559670782,4.647758069637368,1.4979396678411872,1.736111111111111,0.1137641593412322,6.462962962962964,2.295026530654065,146.97222222222223,40.167233360071855,100.0,1
Al102Co82Cr22Fe102Ni124,1.289837962962963,0.0613305775552534,1590.6109722222222,377.5058011321239,-13.637517146776403,6.042062772262758,1.506936513488167,1.801851851851852,0.1200782780811792,7.481481481481481,2.6787278679249606,152.0648148148148,42.63079506564087,17.824074074074073,0
Al102Co82Cr22Fe122Ni104,1.2896064814814814,0.0614463779498378,1594.4535648148149,379.3028600955231,-13.136831275720164,5.833564290467712,1.5077580878443246,1.7981481481481485,0.117899424716249,7.388888888888888,2.624081261915454,151.60185185185185,42.37846234403413,5.555555555555555,0
Al102Co82Cr22Fe142Ni84,1.2893750000000002,0.0615615179265083,1598.2961574074077,381.0526977062568,-12.601851851851851,5.558142570466424,1.491996901932155,1.7944444444444447,0.1155608973124313,7.296296296296297,2.5649318063971536,151.13888888888889,42.1195297213848,93.98148148148148,1
Al102Co82Cr22Fe82Ni144,1.2900694444444445,0.0612141134962707,1586.7683796296296,375.6608431344742,-14.103909465020571,6.1774896036378975,1.489478290514573,1.805555555555556,0.1221060053527665,7.5740740740740735,2.729142124414515,152.52777777777777,42.87664440931064,0.0,0
Al102Co82Cr42Fe102Ni104,1.2899768518518515,0.0612662285342125,1611.536898148148,396.58698827330846,-13.455761316872428,5.917006510374443,1.5664713992064616,1.790277777777778,0.1211400959199973,7.296296296296297,2.636142170262851,151.13888888888889,42.22930313431512,7.638888888888889,0
Al102Co82Cr42Fe122Ni84,1.2897453703703703,0.0613824183712813,1615.3794907407407,398.0960304248441,-12.886488340192043,5.667384680495227,1.5583341350985975,1.786574074074074,0.1186198568493381,7.203703703703704,2.573940843874245,150.67592592592592,41.96434304389411,0.2314814814814814,0
Al102Co82Cr42Fe142Ni64,1.289513888888889,0.0614979459392922,1619.222083333333,399.5624213770337,-12.28292181069959,5.351940584390619,1.5314434384455828,1.7828703703703703,0.1159266285033732,7.111111111111111,2.506780927261884,150.21296296296296,41.69255882758002,93.51851851851852,1
Al102Co82Cr42Fe62Ni144,1.2904398148148148,0.0610318489118944,1603.851712962963,393.43897343304366,-14.49142661179698,6.190675489586259,1.5276483284980324,1.7976851851851854,0.1257025183274168,7.481481481481482,2.746989872709431,152.06481481481484,42.73925534199126,1.851851851851852,0
Al102Co82Cr42Fe82Ni124,1.2902083333333332,0.0611493731546643,1607.6943055555555,395.0348061370073,-13.99074074074074,6.094038309883341,1.556513038222677,1.7939814814814814,0.1234979368159857,7.388888888888889,2.693728427200146,151.60185185185185,42.48756676845567,31.25,0
Al102Co82Cr62Fe102Ni84,1.2901157407407409,0.0612016495241663,1632.462824074074,413.7342865841135,-13.1539780521262,5.725696435335868,1.5940821272225962,1.778703703703704,0.1210914300465851,7.111111111111112,2.579597059165311,150.21296296296296,41.80345345603016,91.89814814814817,1
Al102Co82Cr62Fe122Ni64,1.2898842592592592,0.061318229874508,1636.3054166666666,414.98728950617055,-12.516117969821671,5.434814238401882,1.574815352373887,1.775,0.1182080714170912,7.018518518518519,2.509173840284522,149.75,41.52545515615604,91.4351851851852,1
Al102Co82Cr62Fe142Ni44,1.289652777777778,0.0614341460891547,1640.1480092592592,416.2010451361527,-11.843964334705074,5.079927896080598,1.533211877190308,1.7712962962962964,0.1151335182443392,6.925925925925927,2.4331952156528653,149.28703703703704,41.240386292943725,97.45370370370372,1
Al102Co82Cr62Fe42Ni144,1.2908101851851852,0.0608478904129793,1620.9350462962962,409.736137059004,-14.861796982167352,6.1363641849142425,1.5276483284980324,1.789814814814815,0.1287186242350565,7.388888888888889,2.7616196714747927,151.60185185185185,42.59639173877569,3.4722222222222223,0
Al102Co82Cr62Fe62Ni124,1.2905787037037038,0.0609664831661203,1624.7776388888888,411.1090921828945,-14.32681755829904,6.08559366025172,1.5717177569679983,1.786111111111111,0.1263360695491821,7.296296296296297,2.705478869296248,151.13888888888889,42.33879193445576,6.25,0
Al102Co82Cr62Fe82Ni104,1.290347222222222,0.0610844017375071,1628.6202314814814,412.44167866886,-13.757544581618657,5.945403575750188,1.5930826047028337,1.7824074074074074,0.1237969542075096,7.203703703703704,2.644908663476762,150.67592592592592,42.074521344453615,94.9074074074074,1
Al102Co82Cr82Fe102Ni64,1.2902546296296298,0.0611368399057362,1653.38875,429.1795565624284,-12.732167352537722,5.464743585644447,1.5953586257525645,1.7671296296296295,0.1199309286239523,6.925925925925926,2.5081485856795576,149.28703703703704,41.35249352639427,100.0,1
Al102Co82Cr82Fe122Ni44,1.290023148148148,0.0612538118492062,1657.231342592593,430.2007237460478,-12.02572016460905,5.133790357792885,1.561379072373291,1.763425925925926,0.1166520787469923,6.833333333333333,2.428610332710488,148.8240740740741,41.06100445806975,100.0,1
Al102Co82Cr82Fe142Ni24,1.289791666666667,0.0613701177747,1661.0739351851853,431.1852300536961,-11.284979423868313,4.740977778252812,1.4979396678411872,1.7597222222222224,0.1131572024624849,6.7407407407407405,2.342720681610144,148.36111111111114,40.76217344488168,100.0,1
Al102Co82Cr82Fe22Ni144,1.2911805555555556,0.0606622246613049,1638.0183796296296,424.72284804619,-15.215020576131684,6.001472907206586,1.489478290514573,1.7819444444444446,0.1311943591643451,7.296296296296296,2.77308245145702,151.1388888888889,42.44799832416594,6.25,0
Al102Co82Cr82Fe42Ni124,1.290949074074074,0.0607818944444164,1641.8609722222222,425.8934053676211,-14.645747599451305,6.006481274238689,1.556513038222677,1.778240740740741,0.1286311746076073,7.203703703703704,2.7140214089989785,150.67592592592592,42.18441187955739,9.953703703703704,0
Al102Co82Cr82Fe62Ni104,1.2907175925925929,0.0609008846042439,1645.7035648148149,427.0261781005064,-14.042181069958849,5.910598965052893,1.5930826047028337,1.774537037037037,0.1259069634415535,7.111111111111112,2.650413431528125,150.212962962963,41.91405468467277,0.2314814814814814,0
Al102Co82Cr82Fe82Ni84,1.2904861111111112,0.0610191986161995,1649.5461574074077,428.1214661693066,-13.40432098765432,5.726571030715355,1.6054886139736468,1.7708333333333337,0.1230110278103672,7.018518518518519,2.5819224874381,149.75,41.6367948476487,100.0,1
Al122Co102Cr102Fe62Ni44,1.299699074074074,0.0639035264353062,1631.6975462962962,467.5556862041672,-14.002743484224965,5.4749784270409005,1.5499725856222404,1.747685185185185,0.1223050715271529,6.555555555555555,2.561587085199668,144.47222222222223,43.601511682367786,99.07407407407408,1
Al122Co102Cr102Fe82Ni24,1.2994675925925925,0.0640350834810318,1635.540138888889,468.6710910219479,-13.17626886145404,5.146665861242512,1.5147003762731197,1.7439814814814814,0.1184853469203776,6.462962962962964,2.469915000508999,144.00925925925924,43.27367589398004,98.14814814814817,1
Al122Co102Cr122Fe22Ni64,1.3003009259259255,0.0635634713521701,1644.9382870370368,479.3786418677935,-14.976680384087787,5.506057379359535,1.4894908355153782,1.7435185185185182,0.1260534485021599,6.555555555555555,2.6328879135717305,144.47222222222223,43.70756319273489,59.25925925925925,0
Al122Co102Cr122Fe62Ni24,1.2998379629629628,0.0638294192816901,1652.623472222222,481.3100662461653,-13.28943758573388,5.038548653224849,1.494157102894442,1.736111111111111,0.1181558397589208,6.370370370370369,2.447949227084039,143.5462962962963,43.04603140378811,100.0,1
Al122Co102Cr142Fe42Ni24,1.3002083333333332,0.0636220451154655,1669.7068055555555,493.0339619382398,-13.38545953360768,4.851951847607565,1.4507851889661378,1.7282407407407407,0.1172985168017726,6.277777777777778,2.42224770628796,143.08333333333334,42.812170517791365,100.0,1
Al122Co102Cr22Fe102Ni84,1.2986805555555554,0.0644569270537347,1555.6790277777775,401.2377862563396,-14.51714677640603,6.055927608042309,1.5087576103640874,1.786574074074074,0.1228380598897425,7.111111111111111,2.736357856894389,147.25,45.01041546131295,25.694444444444443,0
Al122Co102Cr22Fe122Ni64,1.298449074074074,0.0645855834643713,1559.5216203703703,403.2620108193426,-13.89643347050754,5.750312792041423,1.4894908355153782,1.78287037037037,0.1202393517725275,7.018518518518517,2.6700724136437777,146.78703703703704,44.721680657713215,100.0,1
Al122Co102Cr22Fe142Ni44,1.2982175925925925,0.0647135822588459,1563.364212962963,405.23969028781687,-13.24142661179698,5.371222581180712,1.4478873603317992,1.7791666666666666,0.1174665042879442,6.925925925925926,2.598802087656797,146.32407407407408,44.42624530939801,99.07407407407408,1
Al122Co102Cr22Fe42Ni144,1.299375,0.0640669769891189,1544.15125,394.87860179475655,-16.173525377229076,6.461017034743934,1.4423238116395236,1.797685185185185,0.1296905610766376,7.388888888888888,2.9085866917129835,148.63888888888889,45.83766814518005,3.7037037037037033,0
Al122Co102Cr22Fe62Ni124,1.2991435185185185,0.0641976273789888,1547.9938425925925,397.0468379329437,-15.655692729766802,6.420058793693333,1.4863932401094897,1.7939814814814814,0.1275549250963039,7.296296296296296,2.85533697582997,148.17592592592592,45.56828996208424,33.7962962962963,0
Al122Co102Cr42Fe142Ni24,1.2983564814814814,0.0646419601997653,1584.290138888889,424.417416343644,-12.733882030178323,5.069009866772751,1.4507851889661378,1.7675925925925926,0.1163159042210476,6.7407407407407405,2.5142938422899634,145.39814814814815,43.92026441405236,100.0,1
Al122Co102Cr62Fe102Ni44,1.2989583333333332,0.0643119066341898,1597.5308796296297,438.8406592993849,-13.656378600823045,5.553076663549803,1.5499725856222404,1.7634259259259255,0.1209389349817213,6.7407407407407405,2.5868985089770336,145.39814814814815,44.02554809947894,100.0,1
Al122Co102Cr62Fe22Ni124,1.2998842592592592,0.0637874856922231,1582.1605092592597,432.5025061479733,-16.344993141289436,6.287529477325443,1.4863932401094897,1.7782407407407406,0.1325311193624021,7.111111111111111,2.868517920761241,147.25,45.21566120846314,41.43518518518518,0
Al122Co102Cr62Fe42Ni104,1.2996527777777778,0.0639196014232399,1586.003101851852,434.14673900109614,-15.724279835390943,6.251914969584796,1.5459281258277844,1.774537037037037,0.1298887291553474,7.018518518518519,2.805356917549396,146.787037037037,44.92824545170887,100.0,1
Al122Co102Cr62Fe82Ni64,1.2991898148148149,0.0641818082218354,1593.6882870370373,437.3153829907044,-14.379972565157749,5.87324063562579,1.574815352373887,1.7671296296296293,0.1241045775107512,6.833333333333334,2.66492999004699,145.86111111111111,44.33332463102114,99.07407407407408,1
Al122Co102Cr82Fe102Ni24,1.299097222222222,0.064239052265851,1618.4568055555555,455.0407923406012,-13.045953360768172,5.1842671646892775,1.5147003762731197,1.7518518518518518,0.1182914491458071,6.555555555555555,2.488243964062077,144.47222222222223,43.49520159429538,100.0,1
Al122Co102Cr82Fe42Ni84,1.299791666666667,0.0638455640642925,1606.9290277777775,451.05082670655406,-15.3196159122085,6.024948516433558,1.5583341350985975,1.762962962962963,0.1284325681211109,6.833333333333333,2.7335365778094545,145.86111111111111,44.43762968587282,58.79629629629629,0
Al122Co102Cr82Fe62Ni64,1.2995601851851852,0.0639774001165761,1610.7716203703703,452.41736348431255,-14.596021947873798,5.832916246894876,1.574815352373887,1.759259259259259,0.1252531045205821,6.7407407407407405,2.6575203228043183,145.39814814814815,44.13058060708914,16.666666666666664,0
Al122Co122Cr102Fe42Ni44,1.300162037037037,0.0636491366334764,1629.7068055555555,466.879073321989,-14.488854595336074,5.510280094018476,1.5142245934982417,1.7499999999999998,0.1242980289465604,6.601851851851851,2.5960790050139746,144.9351851851852,43.92202121018486,100.0,1
Al122Co122Cr102Fe62Ni24,1.2999305555555556,0.0637820322091917,1633.549398148148,468.01243591928267,-13.688100137174208,5.233399738801142,1.494157102894442,1.746296296296296,0.1206125768317146,6.509259259259259,2.507379369611828,144.47222222222223,43.601511682367786,100.0,1
Al122Co122Cr122Fe22Ni44,1.3005324074074074,0.0634402569759118,1646.7901388888886,479.7730327683497,-14.653463648834016,5.299395303431125,1.4555112821361047,1.7421296296296291,0.1243654331956307,6.509259259259258,2.5801786127176114,144.4722222222222,43.70756319273489,100.0,1
Al122Co122Cr122Fe42Ni24,1.300300925925926,0.063574239825106,1650.6327314814812,480.7394777429814,-13.81841563786008,5.075754698756304,1.458409110770443,1.7384259259259256,0.1204402574895232,6.416666666666665,2.48746859276655,144.00925925925924,43.380528865338746,100.0,1
Al122Co122Cr22Fe102Ni64,1.298912037037037,0.0643382728806458,1557.5308796296297,402.1201706725568,-14.288237311385457,5.906594734934205,1.4894908355153782,1.785185185185185,0.1215980132138608,7.064814814814813,2.6952397960662124,147.25,45.01041546131295,100.0,1
Al122Co122Cr22Fe122Ni44,1.2986805555555556,0.0644675728002652,1561.373472222222,404.12236771488,-13.658950617283947,5.564699597307371,1.4555112821361047,1.7814814814814812,0.118928976742072,6.9722222222222205,2.626285693371892,146.78703703703704,44.721680657713215,100.0,1
Al122Co122Cr22Fe22Ni144,1.2998379629629628,0.0638143924960761,1542.160509259259,393.63472357257234,-16.462448559670783,6.4268721689996,1.3836105002773866,1.7999999999999998,0.1306890570385662,7.435185185185184,2.9258526713755315,149.10185185185185,46.100823447055376,0.6944444444444444,0
Al122Co122Cr22Fe82Ni84,1.2991435185185185,0.0642083085013613,1553.6882870370368,400.0710489404432,-14.883230452674892,6.171541039981589,1.4996208237364606,1.7888888888888888,0.1240992235428997,7.157407407407407,2.759368006805574,147.71296296296296,45.29257786590833,94.67592592592592,1
Al122Co122Cr42Fe102Ni44,1.299050925925926,0.0642654971012691,1578.4568055555555,421.7294205713465,-13.892146776406031,5.652656986299802,1.5142245934982417,1.7736111111111108,0.121063637484538,6.879629629629629,2.6236728306107544,146.32407407407408,44.53033271321997,100.0,1
Al122Co122Cr42Fe42Ni104,1.2997453703703703,0.0638724144762615,1566.9290277777775,416.3150339970023,-15.78000685871056,6.32870622482662,1.5101801337037857,1.784722222222222,0.1291314169344786,7.157407407407407,2.825682602018942,147.71296296296293,45.39467886215992,18.98148148148148,0
Al122Co122Cr42Fe62Ni84,1.2995138888888889,0.0640041145928497,1570.7716203703703,418.1629317009858,-15.185013717421128,6.191674110906532,1.53779086171992,1.7810185185185183,0.1266077334746301,7.064814814814815,2.7630939051486125,147.25,45.11315505769087,87.96296296296296,1
Al122Co122Cr42Fe82Ni64,1.2992824074074074,0.0641351409125556,1574.614212962963,419.96754199573104,-14.555727023319614,5.96336644686583,1.5390673602498883,1.7773148148148146,0.1239220669187297,6.972222222222221,2.6958759084164554,146.78703703703704,44.82508204242062,99.30555555555556,1
Al122Co122Cr62Fe102Ni24,1.2991898148148149,0.0641924912150416,1599.3827314814814,439.4712595124355,-13.376028806584364,5.321928413569314,1.494157102894442,1.7620370370370368,0.1194102736077289,6.694444444444445,2.5366145904033024,145.39814814814815,44.02554809947894,100.0,1
Al122Co122Cr62Fe22Ni104,1.3001157407407409,0.0636654461970007,1584.0123611111112,433.208043329153,-16.098936899862824,6.222248455214754,1.4872148144656474,1.7768518518518517,0.1312944679390013,7.064814814814815,2.829321172832766,147.25,45.21566120846314,28.240740740740737,0
Al122Co122Cr62Fe82Ni44,1.2994212962962963,0.064061742020462,1595.540138888889,437.9644274457128,-14.108196159122084,5.677387706004593,1.5408357989946135,1.7657407407407404,0.1226573343649916,6.787037037037037,2.617784354096835,145.86111111111111,44.33332463102114,100.0,1
Al122Co122Cr82Fe22Ni84,1.3002546296296296,0.0635906198258648,1604.9382870370368,450.2399163546144,-15.737139917695472,5.998607947813481,1.4996208237364606,1.7652777777777775,0.1300602305866282,6.879629629629629,2.761231584424926,146.32407407407408,44.73778101413376,100.0,1
Al122Co122Cr82Fe82Ni24,1.2995601851851852,0.0639881111289842,1616.466064814815,454.2875238591209,-13.540637860082304,5.312814715919452,1.5055635896454926,1.7541666666666669,0.1202707208604666,6.601851851851851,2.523738463055152,144.93518518518516,43.81648876768504,100.0,1
Al122Co142Cr102Fe22Ni44,1.300625,0.0633920834788125,1627.716064814815,466.1929776527688,-14.95781893004115,5.441923741499229,1.447887360331799,1.7523148148148149,0.1262170857827267,6.648148148148147,2.6293035791603563,145.39814814814815,44.23536372607387,100.0,1
Al122Co142Cr102Fe42Ni24,1.3003935185185185,0.0635263320590347,1631.5586574074073,467.3443726986609,-14.182784636488336,5.2249132308707695,1.4507851889661376,1.7486111111111111,0.122659256519337,6.5555555555555545,2.543449587168799,144.9351851851852,43.92202121018486,100.0,1
Al122Co142Cr22Fe122Ni24,1.298912037037037,0.0643489344563255,1563.225324074074,404.97242880761576,-13.421467764060356,5.30659051676969,1.3920718776040009,1.7800925925925926,0.1175875983191409,6.925925925925926,2.580926131879162,146.78703703703704,44.721680657713215,100.0,1
Al122Co142Cr22Fe22Ni124,1.3000694444444445,0.063692486217706,1544.0123611111112,394.5975604726912,-16.267832647462278,6.367636682323446,1.3843080148190483,1.7986111111111112,0.1296680829209526,7.388888888888888,2.8926257882099584,149.10185185185185,46.100823447055376,60.18518518518518,0
Al122Co142Cr42Fe102Ni24,1.2992824074074076,0.0641458301542816,1580.3086574074073,422.4691853583692,-13.637517146776403,5.388296799021191,1.4507851889661376,1.772222222222222,0.1196548534352755,6.833333333333332,2.576604138956718,146.32407407407408,44.53033271321997,100.0,1
Al122Co142Cr42Fe42Ni84,1.299976851851852,0.0637507808475044,1568.7808796296297,417.1155851884422,-15.551097393689986,6.176172085499837,1.494418947791616,1.7833333333333332,0.1279322737493032,7.111111111111111,2.7866524897743226,147.71296296296296,45.39467886215992,81.48148148148148,1
Al122Co142Cr42Fe62Ni64,1.2997453703703703,0.0638831400344539,1572.623472222222,418.9429668815527,-14.94753086419753,5.998745957395536,1.5109001650669054,1.7796296296296297,0.1253434239874587,7.018518518518517,2.721592267750496,147.25,45.11315505769087,100.0,1
Al122Co142Cr62Fe42Ni64,1.3001157407407409,0.0636762004873814,1589.7068055555555,435.5107927336367,-15.215020576131684,5.939691431498636,1.5109001650669054,1.7717592592592593,0.127256148099339,6.925925925925926,2.7206470625491788,146.78703703703704,44.92824545170887,100.0,1
Al122Co142Cr62Fe62Ni44,1.2998842592592594,0.0638089589682088,1593.5493981481482,437.0773719423022,-14.542866941015086,5.716169859767995,1.5126686038116306,1.7680555555555555,0.1243088919477763,6.833333333333332,2.647500568320857,146.32407407407408,44.63417738470518,100.0,1
Al122Co142Cr62Fe82Ni24,1.299652777777778,0.0639410379637145,1597.3919907407408,438.6046927528629,-13.836419753086416,5.406332818526217,1.4773963944625097,1.764351851851852,0.1211768920348978,6.7407407407407405,2.5689397235347906,145.86111111111111,44.333324631021135,100.0,1
Al122Co142Cr82Fe22Ni64,1.300486111111111,0.0634675399393105,1606.790138888889,450.8241465581542,-15.465363511659806,5.795844681321729,1.472730127083446,1.7638888888888886,0.1286599979081625,6.833333333333334,2.716547372977256,146.32407407407408,44.73778101413376,100.0,1
Al122Co22Cr102Fe102Ni84,1.2983101851851853,0.0646403704719816,1631.975324074074,467.9779033016395,-13.642661179698212,5.257493527837843,1.5087576103640874,1.7458333333333331,0.1215724521061868,6.555555555555555,2.597482161680213,143.5462962962963,42.93834603657496,100.0,1
Al122Co22Cr102Fe62Ni124,1.298773148148148,0.0643831161837959,1624.2901388888888,465.6505671672928,-15.26131687242798,5.625105878374049,1.4863932401094897,1.7532407407407409,0.1287031374887624,6.7407407407407405,2.7600669958668624,144.47222222222223,43.601511682367786,100.0,1
Al122Co22Cr102Fe82Ni104,1.2985416666666667,0.0645120730181857,1628.1327314814814,466.8315004996371,-14.46913580246913,5.492975481358716,1.5077580878443246,1.7495370370370371,0.1252433502282896,6.648148148148148,2.681606811067431,144.00925925925924,43.27367589398004,1.1574074074074074,0
Al122Co22Cr122Fe102Ni64,1.2984490740740742,0.0645685744949061,1652.90125,481.70816126803766,-12.89506172839506,4.9037570294276405,1.4894908355153782,1.7342592592592592,0.1172146156329056,6.37037037037037,2.4854859894126395,142.62037037037035,42.35393584242564,100.0,1
Al122Co22Cr122Fe142Ni24,1.2979861111111113,0.0648239728180083,1660.586435185185,483.5037295958795,-11.002057613168724,4.078941321415622,1.3920718776040009,1.726851851851852,0.1080436138629703,6.185185185185185,2.27363368880997,141.69444444444446,41.62975216635452,100.0,1
Al122Co22Cr122Fe42Ni124,1.2991435185185187,0.0641805338858154,1641.373472222222,478.7709410703689,-15.477366255144032,5.445488602663199,1.450645247985491,1.7453703703703702,0.1289661592558146,6.648148148148147,2.749797348812019,144.00925925925924,43.380528865338746,1.3888888888888888,0
Al122Co22Cr122Fe82Ni84,1.2986805555555556,0.0644398902011419,1649.0586574074073,480.76179562054426,-13.790123456790122,5.189300724397027,1.4996208237364606,1.7379629629629627,0.1213714779727713,6.462962962962963,2.5799293915328234,143.08333333333331,42.70389543338155,8.564814814814815,0
Al122Co22Cr142Fe122Ni24,1.2983564814814816,0.064624963644092,1677.6697685185186,494.90089552002274,-11.029492455418382,4.0536070170635226,1.3920718776040009,1.7189814814814814,0.1064228099228698,6.092592592592592,2.238290671542796,141.23148148148147,41.36716950215506,99.76851851851852,1
Al122Co22Cr142Fe22Ni124,1.2995138888888889,0.0639762672123666,1658.4568055555555,490.9471425398424,-15.676268861454046,5.155681429565631,1.3843080148190483,1.7374999999999998,0.1287484268152718,6.555555555555555,2.736357856894389,143.5462962962963,43.15344805314138,19.675925925925927,0
Al122Co22Cr22Fe122Ni144,1.2975231481481482,0.0650514082098369,1552.114212962963,399.7162836247117,-14.846364883401918,5.720556631029687,1.3836105002773866,1.788425925925926,0.1251899448470575,7.203703703703703,2.8309115769753297,146.787037037037,44.721680657713215,0.0,0
Al122Co22Cr22Fe142Ni124,1.2972916666666667,0.0651768767288207,1555.9568055555555,401.78226927892814,-14.225651577503427,5.513681889138772,1.3843080148190483,1.7847222222222223,0.122696994539947,7.111111111111111,2.769989080515091,146.32407407407408,44.42624530939801,4.861111111111112,0
Al122Co22Cr62Fe102Ni124,1.2980324074074074,0.0647832832783613,1590.123472222222,436.2305381517718,-14.777777777777777,5.716214043097296,1.4863932401094897,1.7689814814814817,0.1267173861526537,6.925925925925926,2.771226843247455,145.39814814814812,44.02554809947893,77.54629629629629,0
Al122Co22Cr62Fe142Ni84,1.2975694444444446,0.0650363850767018,1597.8086574074073,439.31208043092704,-13.296296296296294,5.18323409444776,1.4714536285534776,1.761574074074074,0.1204402574895232,6.7407407407407405,2.6224471550314954,144.47222222222223,43.38863102782958,15.27777777777778,0
Al122Co22Cr62Fe82Ni144,1.2982638888888889,0.0646557560753716,1586.2808796296297,434.63061910604506,-15.467078189300407,5.842077547434277,1.4689350171358957,1.772685185185185,0.1295834243049446,7.018518518518518,2.8381706467419177,145.86111111111111,44.333324631021135,0.0,0
Al122Co22Cr82Fe102Ni104,1.2981712962962964,0.064711939849183,1611.0493981481482,452.86653063927,-14.27023319615912,5.529354586723006,1.5077580878443246,1.7574074074074075,0.1247098140601135,6.7407407407407405,2.692136595959268,144.47222222222223,43.49520159429538,100.0,1
Al122Co22Cr82Fe142Ni64,1.2977083333333337,0.0649658049231933,1618.7345833333334,455.48268566191337,-12.651577503429356,4.895233802695555,1.472730127083446,1.75,0.1175994457029012,6.555555555555555,2.5251818171918914,143.5462962962963,42.83038992464806,100.0,1
Al122Co42Cr102Fe102Ni64,1.2985416666666667,0.0645227119413351,1633.8271759259258,468.4331431968337,-13.310871056241425,5.2414579912089225,1.5482041468775152,1.7444444444444442,0.1198481549583203,6.509259259259258,2.54403940384975,143.54629629629628,42.93834603657496,96.75925925925924,1
Al122Co42Cr102Fe122Ni44,1.2983101851851853,0.0646509920688114,1637.6697685185184,469.52903520979294,-12.441529492455416,4.869495762469159,1.5142245934982417,1.7407407407407405,0.1158439539791584,6.416666666666665,2.4499622068135696,143.08333333333331,42.59534512039932,100.0,1
Al122Co42Cr102Fe142Ni24,1.2980787037037038,0.0647786164582499,1641.512361111111,470.5909998386575,-11.537894375857336,4.421834751004849,1.4507851889661378,1.737037037037037,0.111573420929393,6.3240740740740735,2.3484774567543547,142.62037037037038,42.24448629211921,100.0,1
Al122Co42Cr102Fe42Ni124,1.299236111111111,0.0641339022636432,1622.2993981481482,464.9394666534049,-15.713134430727022,5.808172649720361,1.5093585593476275,1.7555555555555555,0.1304999881746363,6.787037037037036,2.7890358281097987,144.93518518518516,43.92202121018486,99.07407407407408,1
Al122Co42Cr102Fe82Ni84,1.298773148148148,0.0643937726134524,1629.9845833333334,467.30308510625775,-14.14591906721536,5.52995207018864,1.5583341350985975,1.748148148148148,0.1236119087226312,6.601851851851851,2.631503635843875,144.00925925925924,43.27367589398004,25.925925925925924,0
Al122Co42Cr122Fe122Ni24,1.2984490740740742,0.0645792056258041,1658.5956944444442,482.9685564437985,-11.599622770919064,4.423683102928284,1.458409110770443,1.7291666666666663,0.1107309468603632,6.231481481481481,2.3198279050214743,142.1574074074074,41.99595704461655,100.0,1
Al122Co42Cr122Fe22Ni124,1.2996064814814816,0.0639292235227008,1639.3827314814812,478.1504867062737,-15.946330589849106,5.573422156454089,1.4506452479854908,1.7476851851851851,0.1308986495239271,6.694444444444444,2.7804154143838304,144.47222222222223,43.70756319273489,6.018518518518518,0
Al122Co42Cr122Fe82Ni64,1.298912037037037,0.0643212106837579,1650.910509259259,481.1391941943812,-13.441186556927294,5.176581949805119,1.5390673602498883,1.7365740740740738,0.1195528864610959,6.416666666666666,2.5244177913303467,143.08333333333334,42.70389543338154,97.2222222222222,1
Al122Co42Cr142Fe22Ni104,1.2997453703703703,0.0638552498359567,1660.3086574074073,491.28129302229735,-15.327331961591218,5.293171973615843,1.443842900537343,1.7361111111111112,0.1270304231082527,6.50925925925926,2.6856800310314206,143.5462962962963,43.15344805314138,9.027777777777777,0
